channel,score,inter_var,intra_var
316,0.3390776469250188,4.2744916e-05,0.00012606222
285,0.3381836181291333,1.0781975e-05,3.1881915e-05
260,0.3380951018345722,8.629658e-05,0.00025524342
265,0.3379201677939256,2.84548e-05,8.420559e-05
346,0.33734878591416884,2.3065348e-05,6.8372305e-05
238,0.33413729266669834,2.6754547e-05,8.007042e-05
430,0.3338070614465541,0.00040960373,0.0012270672
1,0.3320095056151828,4.5210458e-05,0.00013617208
158,0.3302247474597409,5.6382436e-05,0.00017073948
370,0.3294702751845549,7.900353e-05,0.00023978944
472,0.32934487692605885,0.00015524772,0.00047138333
2,0.32894788990120283,1.4336772e-05,4.358362e-05
382,0.32863069485603924,0.00020384864,0.0006202969
494,0.3269399007575677,1.9468564e-05,5.9547736e-05
394,0.3263863999519183,9.039048e-05,0.00027694306
438,0.32215778729241756,3.283006e-05,0.00010190667
18,0.32173610126616375,2.7369004e-05,8.5066524e-05
244,0.3210874915150568,2.1205906e-05,6.604391e-05
300,0.31932994207936477,0.00016686313,0.00052254135
336,0.31923253868947316,0.00017458189,0.0005468799
206,0.31851931361366287,3.708284e-05,0.000116422474
193,0.3173542965098353,0.00021629657,0.0006815617
207,0.3158122798796654,8.976664e-06,2.8423949e-05
393,0.31321452211737977,1.8059942e-05,5.7659876e-05
75,0.3111582022125782,7.942616e-05,0.00025525963
99,0.31068307916711596,0.00014568782,0.00046892735
91,0.31066696833849844,3.8540253e-05,0.00012405639
174,0.30980942766637276,4.4870696e-05,0.00014483312
350,0.3092569179145621,3.5014524e-05,0.00011322137
172,0.3077510899646122,1.9973175e-05,6.490032e-05
359,0.3070232781860398,1.3605577e-05,4.431438e-05
387,0.30607521542159927,0.00023590226,0.0007707329
21,0.30533546432564834,0.00014061636,0.00046053063
135,0.305206535259163,0.0002630954,0.000862024
362,0.3033788130605144,2.1983458e-05,7.2461975e-05
443,0.30246579858387024,5.472396e-05,0.00018092601
391,0.301971312938168,4.4310655e-05,0.00014673786
48,0.3015909700487464,0.00019015028,0.00063049054
45,0.29985023218428153,0.00012260517,0.00040888792
414,0.2960674252414126,1.329263e-05,4.4897206e-05
82,0.2947944567331003,9.767067e-05,0.00033131777
396,0.2930573067210822,5.667738e-05,0.00019340024
49,0.2912524675119431,9.215283e-05,0.0003164018
376,0.29115973843277315,0.0001039519,0.00035702693
277,0.29085345932854106,0.00016528122,0.00056826277
129,0.29033364820438945,1.7423303e-05,6.001121e-05
286,0.2902377073705337,1.3554043e-05,4.66997e-05
452,0.2895523457495146,3.556804e-05,0.00012283793
251,0.28909659348752564,2.86029e-05,9.8938806e-05
213,0.2883310826060841,5.2821175e-05,0.00018319616
343,0.2873125618707086,3.2261658e-05,0.00011228757
90,0.2870184300808271,8.508802e-05,0.0002964548
34,0.28614505208989954,5.3425836e-05,0.00018670883
339,0.2852063188274303,3.633848e-05,0.0001274111
194,0.28513791256113635,0.0007832557,0.0027469362
65,0.2848526626185355,2.4406541e-05,8.568118e-05
467,0.2845061245451089,2.532798e-05,8.902427e-05
208,0.28209248334442183,5.302467e-05,0.000187969
218,0.28201589637966357,3.143484e-05,0.00011146468
28,0.2818512623812177,2.8643475e-05,0.00010162611
328,0.2810580973082998,5.2187646e-05,0.00018568267
54,0.2805793780305018,2.5423502e-05,9.061063e-05
335,0.2787327143153632,0.00017166224,0.00061586674
493,0.2775297300942126,3.1808955e-05,0.000114614486
230,0.277484472024084,1.0296723e-05,3.7107286e-05
26,0.27557623430188,0.000121095996,0.0004394282
97,0.27537624270396527,7.163625e-05,0.00026013944
128,0.2752782479027523,9.1087e-06,3.3088967e-05
83,0.27514271161770254,0.00014940172,0.0005429971
146,0.2751159768499453,3.2581163e-05,0.00011842691
462,0.2719449296267973,9.162388e-05,0.0003369206
36,0.2715027755403874,0.00013368939,0.00049240515
187,0.2705043443453966,2.1089534e-05,7.7963654e-05
131,0.2702725636704724,8.742725e-05,0.000323478
296,0.26885688534399627,0.0002560163,0.00095223996
386,0.2667703226298582,6.0503364e-05,0.00022679936
204,0.2661193359372743,1.9221192e-05,7.2227616e-05
179,0.2660943355642887,6.655623e-05,0.0002501226
269,0.2646663459409493,0.0002689254,0.001016092
161,0.2626959985685247,4.0573086e-05,0.00015444872
365,0.26246948713729035,2.330564e-05,8.879361e-05
149,0.2619631588813389,4.3469106e-05,0.00016593585
40,0.2612866611930692,3.044754e-05,0.000116529154
55,0.2597455775536495,8.238643e-05,0.00031718117
39,0.2597074303595387,1.5785414e-05,6.0781425e-05
24,0.25754562418003557,4.7038116e-05,0.00018263984
67,0.25753090602732975,1.4322009e-05,5.5612676e-05
274,0.25667533551188376,4.2654177e-05,0.0001661794
268,0.25594366608942526,5.9660066e-05,0.00023309833
52,0.2554962476408627,2.637996e-05,0.00010324979
78,0.2552772894959659,4.594996e-05,0.00018000009
313,0.2539428806648103,0.0002864566,0.0011280355
89,0.2539369012295214,5.698762e-05,0.00022441636
471,0.2535209833754273,2.7249647e-05,0.00010748468
95,0.2530965386015727,0.00027834496,0.001099758
266,0.252757060675937,2.3015673e-05,9.105838e-05
399,0.25262254921105837,0.00011240202,0.00044494047
106,0.25165441361883584,2.3346467e-05,9.2771836e-05
294,0.25083484213480145,2.2709537e-05,9.0535716e-05
32,0.250444419370751,8.703796e-05,0.00034753393
270,0.2503984145393342,0.00020677752,0.00082579395
88,0.2503918074537089,6.5463006e-05,0.00026144218
3,0.24997782716383987,0.0002384957,0.00095406733
307,0.24976208981280307,1.7035101e-05,6.820521e-05
486,0.24899158186525217,2.5671383e-05,0.00010310131
465,0.24895522838396156,0.00058324425,0.0023427675
157,0.2488589104182225,6.6778215e-05,0.00026833755
432,0.24498444646287185,1.0016928e-05,4.0887917e-05
233,0.2446357739945654,4.1126626e-05,0.0001681136
299,0.24405406942245733,5.2502655e-05,0.00021512705
412,0.2431681331811894,3.0821993e-05,0.00012675168
419,0.24181581905964342,2.0065003e-05,8.297629e-05
30,0.24155909897618183,0.00019294547,0.0007987505
417,0.24142665023757975,5.5605502e-05,0.00023032038
211,0.24043170548243642,0.00015807102,0.00065744657
33,0.23985628702944675,2.613118e-05,0.00010894505
409,0.2397283068231138,1.6795251e-05,7.0059425e-05
461,0.2382716157003246,0.00026319808,0.0011046135
492,0.23814202594678083,0.00014404439,0.00060486747
121,0.23694147637727697,1.9274501e-05,8.1346996e-05
474,0.23638104675409605,7.1862734e-05,0.00030401215
122,0.2356390909417312,0.000116757874,0.0004954944
418,0.235422608252852,0.0003836613,0.0016296705
252,0.23539060528135392,2.1546897e-05,9.1536676e-05
92,0.23478464357389345,1.2641174e-05,5.384147e-05
502,0.23460721062978063,6.151426e-05,0.00026220098
14,0.23298340780386215,0.00018399919,0.00078975223
464,0.23257681204950345,6.920166e-05,0.00029754316
489,0.23217747512546547,1.26226005e-05,5.436607e-05
228,0.23122009916296188,1.711506e-05,7.402054e-05
137,0.2309368090601398,0.00022765846,0.000985804
188,0.23040861608788496,0.00013129324,0.00056982774
86,0.23020373694895202,0.00020558505,0.00089305686
66,0.2299503852720288,2.2209028e-05,9.658172e-05
410,0.2282866658711448,2.7187914e-05,0.0001190954
195,0.22727101636551533,3.5485067e-05,0.00015613537
103,0.22601389810638453,1.9078645e-05,8.441349e-05
456,0.2249328865967355,0.00011789211,0.00052412116
281,0.2243387267314377,4.3240587e-05,0.00019274677
223,0.22286154765462154,8.5994776e-05,0.00038586627
68,0.221702292127366,1.9728353e-05,8.898569e-05
190,0.2216678104875471,2.259151e-05,0.00010191596
499,0.21931860076402473,3.29711e-05,0.00015033416
308,0.21928325316707115,0.00038987756,0.0017779631
175,0.21877549957161838,0.00013020176,0.0005951386
185,0.2180071914378749,2.3062257e-05,0.00010578658
159,0.21798170469164474,4.2281645e-05,0.00019396868
171,0.2179249232586828,3.6386195e-05,0.00016696655
178,0.2172500260898009,4.820534e-05,0.00022188867
305,0.2171597453720489,4.1636533e-05,0.00019173218
447,0.21684848590471534,0.00013836447,0.0006380697
44,0.21643574784118919,1.50919395e-05,6.972932e-05
81,0.21610633891685296,5.4880682e-05,0.0002539521
466,0.21587181304092015,4.5312074e-05,0.00020990259
341,0.21576467297926652,4.138264e-05,0.00019179514
400,0.21559515215052882,5.2227162e-05,0.00024224636
183,0.2154617296194832,0.00018318265,0.0008501864
314,0.2154137236758838,7.8192796e-05,0.00036298882
495,0.2153516204572268,2.8300336e-05,0.00013141445
50,0.21517363465092265,9.652275e-05,0.00044858066
241,0.21485665893186198,8.5098276e-05,0.0003960699
191,0.21482864596497755,2.412274e-05,0.00011228819
123,0.21306449919350823,0.00041475223,0.001946604
470,0.21276801370068985,2.3259843e-05,0.000109320106
311,0.2126074392046634,7.406652e-05,0.0003483721
168,0.21211198308251686,6.087316e-05,0.00028698586
440,0.21139524021548023,7.766758e-05,0.0003674045
385,0.2112832595239585,1.06721245e-05,5.051088e-05
234,0.20957467485468192,3.552747e-05,0.00016952168
107,0.20892372536841092,0.00023397517,0.001119907
317,0.20877604854366014,4.079061e-05,0.00019537963
79,0.20772519242285584,0.00013736433,0.000661279
426,0.20765974369338017,8.532953e-05,0.0004109102
427,0.20718090655909932,2.8749162e-05,0.00013876347
35,0.20714963130010108,4.0750525e-05,0.00019672014
114,0.2062286770163589,0.000102574624,0.00049738283
287,0.20585413624163895,2.975409e-05,0.00014453958
140,0.20584763091206337,0.00013143549,0.0006385085
262,0.2057231585558558,2.0792273e-05,0.00010106909
459,0.20545878510419563,4.0286355e-05,0.00019607988
134,0.20289839091893708,1.4063072e-05,6.931081e-05
415,0.20277909701956287,9.873016e-05,0.0004868852
224,0.20252623385656895,3.3079832e-05,0.00016333594
272,0.201925926206869,0.000287486,0.00142372
344,0.201692361039884,1.9483348e-05,9.659924e-05
142,0.2007303729141828,6.983579e-06,3.4790744e-05
404,0.19963848088715658,0.0003654087,0.0018303519
476,0.19882856037414917,2.3536644e-05,0.000118376476
153,0.19872467209265213,3.08717e-05,0.000155349
295,0.19799015340575543,1.3795655e-05,6.967839e-05
19,0.19689472987988027,1.5193337e-05,7.7164674e-05
349,0.1960320220658364,2.0661617e-05,0.00010539909
150,0.1957844868942146,5.283914e-05,0.0002698841
282,0.19561121547522733,8.074252e-05,0.00041277029
383,0.19489974918763436,1.710144e-05,8.77447e-05
189,0.19427758758416644,0.00032196852,0.0016572601
411,0.1928685904739288,7.181447e-05,0.00037234914
152,0.1914078726715412,9.233175e-06,4.823812e-05
93,0.19117856032779745,0.00015847367,0.00082893006
407,0.19037041475954644,2.1688486e-05,0.000113927716
301,0.18943176318876612,0.00013770782,0.000726952
112,0.18921547601051933,0.00027297426,0.0014426634
217,0.18860757976944953,0.0001694845,0.00089860905
302,0.188588085572102,7.7914556e-05,0.00041314666
322,0.18803078933329412,0.00012926736,0.0006874796
331,0.18787809744741543,4.0420924e-05,0.00021514432
434,0.18784017279865575,0.0001072586,0.0005710098
402,0.18743563019606216,4.1577576e-05,0.00022182312
126,0.18682172201188565,8.473514e-05,0.0004535614
264,0.18595960169247563,8.662127e-05,0.00046580684
199,0.1855942164493315,8.754973e-05,0.0004717265
182,0.18496370829801598,0.00011014485,0.0005954943
186,0.1844532957960224,0.0005007743,0.002714911
278,0.1836062486111946,2.0617505e-05,0.000112291855
293,0.18336568883495355,1.4250153e-05,7.771429e-05
22,0.18335435305167067,1.91904e-05,0.00010466281
232,0.18250706858764099,0.00028037385,0.0015362354
102,0.1820612517985551,5.0252125e-05,0.00027601758
104,0.18195233799390462,2.142473e-05,0.000117749034
395,0.1816650523700268,0.00014209206,0.000782165
60,0.18126623341210857,0.00010207709,0.0005631334
453,0.18006397218174142,6.5270084e-05,0.00036248265
144,0.17941110721391548,5.3573094e-05,0.00029860513
367,0.17893368193037698,4.6108256e-05,0.0002576834
25,0.17875440518007898,4.6448986e-05,0.00025984796
374,0.17764290924783108,0.00022131832,0.0012458606
491,0.17726666861022367,3.437477e-05,0.00019391549
246,0.1758429191131973,0.00020829651,0.00118456
421,0.1757681534151979,9.975348e-05,0.00056752865
108,0.17569369821147454,1.4243603e-05,8.107055e-05
451,0.17490336150001956,8.610164e-06,4.922802e-05
380,0.17479726642818358,1.6239212e-05,9.290302e-05
77,0.1728393301580414,0.00014857561,0.0008596168
433,0.17277053032467096,1.696817e-05,9.821208e-05
72,0.17238203405691427,1.132052e-05,6.567101e-05
76,0.17206577006734344,3.9397284e-05,0.00022896632
109,0.17201993381797312,5.8600035e-05,0.0003406583
29,0.17191136170910254,3.184888e-05,0.00018526327
12,0.17160647850968294,1.2532472e-05,7.30302e-05
363,0.1710820861985424,9.938116e-05,0.00058089744
458,0.1707209180251226,8.6945285e-05,0.00050928304
173,0.16865613936251117,5.8235815e-05,0.00034529308
420,0.1684293717103497,8.6368884e-05,0.0005127898
292,0.16827480851728557,0.00010364046,0.0006158999
70,0.16756593245304494,5.196513e-05,0.0003101174
141,0.16547127112142132,7.4698786e-05,0.00045143045
488,0.1654651590466422,0.00023104945,0.001396363
27,0.16512977668194267,2.6078984e-05,0.00015793013
130,0.16499845726016937,3.672811e-05,0.00022259659
503,0.16432322073877395,3.878295e-05,0.00023601615
94,0.16247363089192568,1.518909e-05,9.348639e-05
312,0.1620095525249083,0.00010657224,0.00065781444
481,0.16195999881834144,3.977179e-05,0.0002455654
53,0.16157048721745598,6.310891e-05,0.0003905967
364,0.16045869753149183,1.1028662e-05,6.873199e-05
42,0.15921291610234772,3.649649e-05,0.00022923062
388,0.15906043655563923,0.000121370766,0.000763048
249,0.1590532926762342,4.7084417e-05,0.0002960291
487,0.15883737189069128,8.427922e-06,5.305997e-05
43,0.15253743229610175,5.1376803e-05,0.0003368143
148,0.15124342159683407,4.9350147e-05,0.00032629605
504,0.14859194655410896,1.5376692e-05,0.00010348258
437,0.14813650108845272,4.5118977e-05,0.00030457694
478,0.14711414479856025,4.9764523e-05,0.0003382714
100,0.14670970529042737,2.553325e-05,0.00017403917
4,0.1457432840117609,2.1512373e-05,0.00014760446
237,0.14559788989018738,2.8547478e-05,0.00019607058
509,0.1455167181450313,5.5000535e-05,0.00037796702
192,0.1454702590935888,5.8558442e-05,0.0004025457
480,0.14507373617604152,1.2838287e-05,8.849481e-05
318,0.14471836907625424,6.117851e-05,0.00042274172
468,0.14383828284233677,1.0190536e-05,7.0847076e-05
38,0.14367434792960415,0.00012362337,0.00086044136
221,0.14243894237079335,3.675605e-05,0.00025804766
455,0.14241674173546862,6.613275e-06,4.643598e-05
58,0.1421075029993891,0.000103041915,0.00072509825
510,0.13974104691303135,2.4430858e-05,0.0001748294
245,0.13956590383307008,2.2366356e-05,0.00016025649
115,0.13898651935668851,0.00010615011,0.0007637438
253,0.13839708336256787,1.3604591e-05,9.830104e-05
505,0.13783071796830762,1.0976849e-05,7.9639976e-05
280,0.1371972341829586,1.2174535e-05,8.873737e-05
87,0.13674928054417887,6.747689e-05,0.00049343496
261,0.13667198059802665,8.036582e-05,0.0005880196
413,0.13646678101795348,6.7308254e-05,0.0004932207
156,0.13616176191456006,1.6653905e-05,0.0001223096
473,0.13557256226730235,3.5974226e-05,0.00026535025
165,0.13553034623523227,2.564627e-05,0.00018922889
98,0.13523320715069134,4.3892174e-05,0.00032456644
484,0.13514975554952327,0.00020552908,0.0015207506
201,0.1347597732928063,7.1852824e-05,0.00053319184
379,0.1341535062017557,6.876066e-05,0.000512552
231,0.1333404181055718,7.1148876e-05,0.0005335881
320,0.13326480463036147,2.5732268e-05,0.00019309115
483,0.1332621253218129,3.4122684e-05,0.00025605678
448,0.13247852784639372,0.00019708356,0.0014876641
337,0.13246482576446925,0.00013496245,0.0010188549
321,0.13175135442745695,1.9011819e-05,0.00014430065
319,0.13064471914860573,3.0831307e-05,0.00023599342
0,0.13015293874369036,6.666509e-06,5.122048e-05
406,0.12994123917528821,3.1182364e-05,0.00023997271
326,0.1297015567690871,5.5098983e-05,0.00042481348
347,0.12875448045881785,4.517052e-05,0.00035082668
356,0.12691963094107647,1.556827e-05,0.00012266233
353,0.12650957221443646,1.6382011e-05,0.00012949217
15,0.12614942822469793,0.00011551221,0.0009156775
381,0.12602166679821905,2.5938401e-05,0.00020582484
403,0.12524780976521624,2.1634312e-05,0.00017273196
20,0.12417453754779557,0.00016012421,0.0012895091
85,0.12340061321988867,2.1123866e-05,0.0001711811
145,0.12283656728807849,4.1952047e-05,0.00034152725
310,0.12262165328790905,1.0717789e-05,8.740526e-05
290,0.12230343795551647,1.826444e-05,0.000149337
436,0.12050110363987072,2.72948e-05,0.00022651069
119,0.12049001123233208,4.2096737e-05,0.00034937938
303,0.1186128305611017,2.3400416e-05,0.00019728392
210,0.11769824791463075,4.230545e-05,0.00035943984
215,0.11706005959587198,2.805081e-05,0.0002396274
351,0.1165488709494175,3.0662482e-05,0.0002630868
297,0.11641523655310057,7.2129056e-05,0.0006195842
71,0.11576659075056737,3.8364833e-05,0.00033139804
197,0.1153859698061098,0.00011140129,0.00096546643
482,0.11456022940770895,3.649374e-05,0.00031855496
454,0.11291423885076614,0.00018777681,0.0016630037
167,0.11242249748811203,2.7866361e-05,0.00024787165
469,0.11199592197007763,1.29600785e-05,0.0001157191
227,0.1119371047417758,2.0178628e-05,0.00018026745
423,0.1117708283804682,6.846966e-05,0.0006125896
389,0.11145773052077544,3.376498e-05,0.00030293968
198,0.10998403512124971,1.0037618e-05,9.126422e-05
6,0.10994524272506934,6.3210726e-05,0.00057492906
325,0.10943801778992927,2.4785046e-05,0.00022647555
247,0.10859203068485207,6.553411e-05,0.000603489
442,0.10857889230385614,2.7236529e-05,0.00025084542
203,0.10833892356587049,1.2017823e-05,0.000110927926
61,0.10778183336819784,5.243392e-05,0.00048648188
276,0.10735117534880206,0.000117537646,0.0010948891
358,0.10616140435939553,8.339175e-05,0.00078551844
340,0.10522322235121265,3.4179153e-05,0.0003248251
74,0.10493642869641932,1.1626287e-05,0.000110793524
180,0.10269921672222809,1.5544323e-05,0.00015135766
500,0.10195104825856013,1.4009827e-05,0.0001374171
51,0.10176074745851768,2.0230189e-05,0.0001988014
329,0.10120068399556519,2.0427871e-05,0.00020185497
259,0.0987899182537291,2.3890101e-05,0.00024182722
255,0.09743900101753615,0.00012229846,0.0012551283
384,0.09704338045841882,1.4892978e-05,0.00015346712
435,0.08963074599272505,2.4088273e-05,0.00026875
120,0.08795582903752716,2.3809367e-05,0.00027069676
242,0.0874481683805297,6.7733636e-05,0.0007745574
373,0.08705276533027445,2.4267087e-05,0.00027876286
444,0.08572577798007618,0.00013345446,0.0015567599
181,0.08540164587096923,2.9865167e-05,0.00034970237
132,0.08170464890278925,1.6852106e-05,0.00020625629
422,0.08009744806763548,3.819167e-05,0.00047681495
306,0.07986154634777774,6.7304445e-06,8.427631e-05
101,0.07607798865135805,8.229668e-06,0.000108174005
401,0.07251672801340181,2.166479e-05,0.00029875565
229,0.06931106544032975,2.3694332e-05,0.00034185487
323,0.06747315593047336,2.5420117e-05,0.00037674405
17,0.06566417660987835,2.207435e-05,0.00033617025
450,0.06425007717017905,2.0347847e-05,0.00031669752
375,0.06357999444618911,4.161398e-05,0.00065451366
354,0.06309059962656088,6.6378954e-05,0.001052121
345,0.06175808380242153,2.6826276e-05,0.00043437665
392,0.060467442321692516,4.1005973e-05,0.0006781495
298,0.04080980096320945,3.303071e-05,0.00080938166
